1	0.022400710731744766
2	0.012550956388521526
3	0.010847172751608822
4	0.013465689029544592
5	0.011140192186252939
6	0.011690735816955566
7	0.011559262613041533
8	0.012907696939590905
9	0.015049892632911602
10	0.011193381984614663
11	0.008763340146591267
12	0.012271004082221124
13	0.013561136089265347
14	0.015138904253641764
15	0.010458338540047407
16	0.011358051871260008
17	0.011305284272465441
18	0.01243826410629683
19	0.010123637970536947
20	0.015873610869877867
21	0.009985218781770932
22	0.008995932866431152
23	0.011360019031498168
24	0.013470644338263406
25	0.011601424103395807
26	0.009202835774229041
27	0.013865880435332656
28	0.009736668318510056
29	0.009767061358110772
30	0.00985885773681932
31	0.0111286586874889
32	0.015148793140219318
33	0.011205170096622573
34	0.013088922688944472
35	0.009444440663274791
36	0.014985279594030645
37	0.007707481450981706
38	0.009996602415210672
39	0.012903511938121583
40	0.010327428475850157
41	0.011838903521291085
42	0.008025498025947146
43	0.010796114698880248
44	0.012192901896519793
45	0.0120482148292164
46	0.014882819157921605
47	0.011001757139133083
48	0.010889734658930037
49	0.008503880351781845
50	0.014621184310979314
